10,0.001,1000,23,929,906
10,0.001,1000,23,936,913
10,0.001,1000,23,937,914
10,0.001,1000,23,938,915
10,0.001,1000,23,930,907
10,0.001,1000,15,542,527
10,0.001,1000,27,1060,1033
10,0.001,1000,23,927,904
10,0.001,1000,23,931,908
10,0.001,1000,23,929,906
10,0.001,1000,23,929,906
10,0.001,1000,23,931,908
10,0.001,1000,23,926,903
10,0.001,1000,29,1160,1131
10,0.001,1000,23,932,909
10,0.001,1000,23,929,906
10,0.001,1000,23,929,906
10,0.001,1000,23,930,907
10,0.001,1000,23,926,903
10,0.001,1000,23,937,914
10,0.001,1000,23,936,913
10,0.001,1000,17,619,602
10,0.001,1000,23,930,907
10,0.001,1000,53,1487,1434
10,0.001,1000,23,937,914
10,0.001,1000,23,929,906
10,0.001,1000,23,937,914
10,0.001,1000,23,936,913
10,0.001,1000,9,339,330
10,0.001,1000,23,934,911
10,0.001,1000,23,926,903
10,0.001,1000,23,926,903
10,0.001,1000,15,539,524
10,0.001,1000,23,930,907
10,0.001,1000,15,598,583
10,0.001,1000,23,937,914
10,0.001,1000,23,937,914
10,0.001,1000,57,1579,1522
10,0.001,1000,23,937,914
10,0.001,1000,15,572,557
10,0.001,1000,23,936,913
10,0.001,1000,23,935,912
10,0.001,1000,23,932,909
10,0.001,1000,23,927,904
10,0.001,1000,23,931,908
10,0.001,1000,23,931,908
10,0.001,1000,23,937,914
10,0.001,1000,23,936,913
10,0.001,1000,23,930,907
10,0.001,1000,51,1473,1422
10,0.001,1000,23,927,904
10,0.001,1000,23,926,903
10,0.001,1000,15,604,589
10,0.001,1000,23,929,906
10,0.001,1000,23,931,908
10,0.001,1000,23,934,911
10,0.001,1000,23,936,913
